item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto
IT000227,PD000118,P0036,2,626.83,32.99
IT000228,PD000119,P0029,4,84.45,4.44
IT000229,PD000120,P0063,3,174.53,30.8
IT000230,PD000120,P0083,2,81.35,9.04
IT000231,PD000120,P0087,5,442.6,0.0
IT000232,PD000121,P0077,3,135.99,0.0
IT000233,PD000121,P0112,5,93.22,0.0
IT000234,PD000121,P0033,5,249.58,0.0
IT000235,PD000122,P0035,5,65.66,11.59
IT000236,PD000122,P0097,3,690.17,76.68
IT000237,PD000122,P0056,5,231.25,25.69
IT000238,PD000122,P0055,5,206.05,0.0
IT000239,PD000123,P0069,4,448.19,0.0
IT000240,PD000124,P0106,4,367.19,19.33
IT000241,PD000124,P0127,3,653.13,72.57
IT000242,PD000125,P0012,5,258.94,0.0
IT000243,PD000126,P0061,4,689.21,0.0
IT000244,PD000127,P0146,5,34.4,6.07
IT000245,PD000127,P0039,3,659.01,0.0
IT000246,PD000128,P0106,2,584.22,0.0
IT000247,PD000129,P0149,3,657.94,0.0
IT000248,PD000130,P0011,1,525.9,0.0
IT000249,PD000130,P0063,2,205.33,0.0
IT000250,PD000131,P0057,1,791.3,0.0
IT000251,PD000131,P0127,5,689.42,36.29
IT000252,PD000132,P0117,3,496.71,0.0
IT000253,PD000133,P0040,1,298.6,15.72
IT000254,PD000133,P0015,1,484.19,25.48
IT000255,PD000133,P0006,3,30.58,1.61
IT000256,PD000134,P0002,5,594.9,31.31
IT000257,PD000135,P0130,5,441.9,49.1
IT000258,PD000135,P0049,3,428.91,22.57
IT000259,PD000135,P0056,4,244.09,12.85
IT000260,PD000135,P0071,5,736.78,81.86
IT000261,PD000136,P0108,3,609.67,0.0
IT000262,PD000137,P0040,1,298.6,15.72
IT000263,PD000137,P0086,2,580.77,0.0
IT000264,PD000137,P0125,2,819.62,0.0
IT000265,PD000138,P0141,4,758.15,0.0
IT000266,PD000138,P0068,2,681.98,120.35
IT000267,PD000138,P0142,2,328.61,0.0
IT000268,PD000139,P0115,2,683.87,75.99
IT000269,PD000139,P0043,2,274.67,0.0
IT000270,PD000140,P0060,2,684.26,76.03
IT000271,PD000140,P0074,2,523.99,0.0
IT000272,PD000141,P0106,3,624.86,0.0
IT000273,PD000141,P0030,2,47.48,5.28
IT000274,PD000142,P0121,4,800.28,0.0
IT000275,PD000143,P0039,4,659.01,0.0
IT000276,PD000143,P0077,5,135.99,0.0
IT000277,PD000143,P0109,2,286.71,0.0
IT000278,PD000144,P0068,1,681.98,120.35
IT000279,PD000145,P0060,5,684.26,76.03
IT000280,PD000146,P0120,1,553.97,0.0
IT000281,PD000147,P0049,4,451.48,0.0
IT000282,PD000147,P0050,3,36.22,0.0
IT000283,PD000147,P0072,5,408.69,21.51
IT000284,PD000148,P0047,1,585.23,65.03
IT000285,PD000148,P0086,2,551.73,29.04
IT000286,PD000149,P0134,5,507.46,89.55
IT000287,PD000150,P0049,1,451.48,0.0
IT000288,PD000151,P0115,4,721.87,37.99
IT000289,PD000151,P0150,4,963.2,53.51
IT000290,PD000151,P0071,3,777.71,40.93
IT000291,PD000152,P0078,4,838.02,0.0
IT000292,PD000152,P0127,3,725.7,0.0
IT000293,PD000153,P0067,4,109.34,5.75
IT000294,PD000154,P0014,4,181.73,0.0
IT000295,PD000155,P0118,2,178.03,0.0
IT000296,PD000156,P0118,2,169.13,8.9
IT000297,PD000157,P0040,1,298.6,15.72
IT000298,PD000158,P0059,2,686.07,0.0
IT000299,PD000159,P0095,3,434.4,22.86
IT000300,PD000160,P0148,3,108.99,12.11
IT000301,PD000160,P0138,2,441.97,0.0
IT000302,PD000160,P0053,2,772.82,0.0
IT000303,PD000161,P0080,5,213.43,0.0
IT000304,PD000162,P0054,2,321.9,35.77
IT000305,PD000163,P0048,2,658.76,0.0
IT000306,PD000164,P0053,1,772.82,0.0
IT000307,PD000165,P0131,4,528.53,0.0
IT000308,PD000165,P0110,2,529.57,27.87
IT000309,PD000166,P0063,4,205.33,0.0
IT000310,PD000166,P0143,2,497.86,0.0
IT000311,PD000167,P0096,1,92.74,0.0
IT000312,PD000167,P0045,1,755.82,0.0
IT000313,PD000167,P0018,4,739.17,82.13
IT000314,PD000167,P0138,5,397.77,44.2
IT000315,PD000168,P0047,1,617.75,32.51
IT000316,PD000169,P0074,5,523.99,0.0
IT000317,PD000169,P0132,3,131.97,0.0
IT000318,PD000169,P0077,5,135.99,0.0
IT000319,PD000169,P0098,3,298.09,0.0
IT000320,PD000169,P0147,2,701.87,0.0
IT000321,PD000170,P0022,5,41.52,2.19
IT000322,PD000171,P0027,2,759.51,39.97
IT000323,PD000172,P0146,5,40.47,0.0
IT000324,PD000173,P0066,4,363.54,0.0
IT000325,PD000174,P0122,2,739.96,38.95
IT000326,PD000175,P0012,3,233.05,25.89
IT000327,PD000175,P0067,1,109.34,5.75
IT000328,PD000175,P0061,1,689.21,0.0
IT000329,PD000176,P0054,3,357.67,0.0
IT000330,PD000176,P0005,4,516.93,0.0
IT000331,PD000176,P0080,2,213.43,0.0
IT000332,PD000176,P0133,5,635.47,112.14
IT000333,PD000177,P0063,2,205.33,0.0
IT000334,PD000177,P0081,2,289.89,32.21
IT000335,PD000178,P0026,3,742.14,82.46
IT000336,PD000179,P0024,5,261.52,13.76
IT000337,PD000179,P0002,5,626.21,0.0
IT000338,PD000179,P0015,3,509.67,0.0
IT000339,PD000180,P0079,1,576.23,0.0
IT000340,PD000180,P0017,4,69.32,0.0
IT000341,PD000180,P0008,3,158.48,8.34
IT000342,PD000180,P0113,3,236.44,0.0
IT000343,PD000181,P0029,4,84.45,4.44
IT000344,PD000182,P0075,2,52.18,5.8
IT000345,PD000182,P0115,4,759.86,0.0
IT000346,PD000182,P0061,5,689.21,0.0
IT000347,PD000183,P0005,5,516.93,0.0
IT000348,PD000183,P0142,1,328.61,0.0
IT000349,PD000183,P0066,5,363.54,0.0
IT000350,PD000184,P0149,5,592.15,65.79
IT000351,PD000184,P0049,5,406.33,45.15
IT000352,PD000185,P0081,1,289.89,32.21
IT000353,PD000186,P0013,1,395.82,0.0
IT000354,PD000187,P0123,4,27.91,0.0
IT000355,PD000187,P0011,3,499.6,26.3
IT000356,PD000187,P0045,1,718.03,37.79
IT000357,PD000188,P0146,5,40.47,0.0
IT000358,PD000189,P0058,3,543.89,0.0
IT000359,PD000189,P0082,3,544.0,0.0
IT000360,PD000189,P0100,3,755.72,0.0
IT000361,PD000189,P0142,5,328.61,0.0
IT000362,PD000189,P0032,4,636.3,70.7
IT000363,PD000190,P0095,3,388.67,68.59
IT000364,PD000191,P0001,3,327.74,0.0
IT000365,PD000192,P0136,3,656.28,34.54
IT000366,PD000193,P0139,5,647.5,34.08
IT000367,PD000194,P0016,2,496.18,26.12
IT000368,PD000195,P0046,2,114.86,0.0
IT000369,PD000196,P0138,4,375.67,66.3
IT000370,PD000196,P0029,5,88.89,0.0
IT000371,PD000197,P0029,5,75.56,13.33
IT000372,PD000197,P0134,5,597.01,0.0
IT000373,PD000197,P0019,3,269.35,0.0
IT000374,PD000197,P0080,2,202.76,10.67
IT000375,PD000197,P0071,1,818.64,0.0
IT000376,PD000198,P0055,2,206.05,0.0
IT000377,PD000198,P0065,4,20.81,0.0
IT000378,PD000199,P0004,5,57.15,6.35
IT000379,PD000199,P0124,4,372.53,0.0
IT000380,PD000200,P0068,2,802.33,0.0
IT000381,PD000201,P0048,2,625.82,32.94
IT000382,PD000202,P0079,1,576.23,0.0
IT000383,PD000202,P0031,2,339.55,0.0
IT000384,PD000203,P0012,3,258.94,0.0
IT000385,PD000204,P0034,2,112.77,19.9
IT000386,PD000205,P0107,4,503.45,55.94
IT000387,PD000206,P0081,4,289.89,32.21
IT000388,PD000207,P0021,3,116.9,0.0
IT000389,PD000208,P0012,2,258.94,0.0
IT000390,PD000208,P0050,5,36.22,0.0
IT000391,PD000208,P0074,4,523.99,0.0
IT000392,PD000209,P0066,4,309.01,54.53
IT000393,PD000209,P0136,4,656.28,34.54
IT000394,PD000210,P0038,1,605.23,0.0
IT000395,PD000210,P0112,3,93.22,0.0
IT000396,PD000211,P0018,5,698.1,123.2
IT000397,PD000212,P0084,4,240.42,42.43
IT000398,PD000213,P0063,3,195.06,10.27
IT000399,PD000213,P0054,3,357.67,0.0
IT000400,PD000213,P0109,5,286.71,0.0
IT000401,PD000213,P0064,5,698.04,0.0
IT000402,PD000213,P0034,5,126.04,6.63
IT000403,PD000214,P0017,3,62.39,6.93
IT000404,PD000214,P0088,2,526.03,27.69
IT000405,PD000215,P0111,5,507.7,56.41
IT000406,PD000215,P0107,4,503.45,55.94
IT000407,PD000216,P0070,2,270.84,47.79
IT000408,PD000217,P0111,5,535.9,28.21
IT000409,PD000218,P0107,1,475.48,83.91
IT000410,PD000219,P0104,2,99.73,0.0
IT000411,PD000219,P0036,2,593.84,65.98
IT000412,PD000220,P0024,4,275.28,0.0
IT000413,PD000220,P0002,1,626.21,0.0
IT000414,PD000220,P0028,5,514.25,0.0
IT000415,PD000220,P0037,5,19.61,0.0
IT000416,PD000221,P0031,1,322.57,16.98
IT000417,PD000221,P0143,2,472.97,24.89
IT000418,PD000222,P0032,5,707.0,0.0
IT000419,PD000223,P0097,1,766.85,0.0
IT000420,PD000224,P0007,3,710.09,0.0
IT000421,PD000225,P0009,4,255.59,13.45
IT000422,PD000225,P0053,1,695.54,77.28
IT000423,PD000225,P0034,1,112.77,19.9
IT000424,PD000226,P0041,4,768.16,0.0
IT000425,PD000226,P0146,3,38.45,2.02
IT000426,PD000227,P0072,4,430.2,0.0
IT000427,PD000228,P0132,3,131.97,0.0
IT000428,PD000229,P0140,2,601.14,0.0
IT000429,PD000229,P0054,3,357.67,0.0
IT000430,PD000229,P0081,5,289.89,32.21
IT000431,PD000230,P0132,5,125.37,6.6
IT000432,PD000231,P0013,5,376.03,19.79
IT000433,PD000231,P0118,5,178.03,0.0
IT000434,PD000232,P0030,3,52.76,0.0
IT000435,PD000232,P0120,2,470.87,83.1
IT000436,PD000232,P0112,4,93.22,0.0
IT000437,PD000232,P0116,4,678.67,0.0
IT000438,PD000232,P0076,4,696.06,77.34
IT000439,PD000233,P0107,3,475.48,83.91
IT000440,PD000233,P0095,3,457.26,0.0
IT000441,PD000234,P0083,5,85.87,4.52
IT000442,PD000235,P0118,3,160.23,17.8
IT000443,PD000236,P0063,1,184.8,20.53
IT000444,PD000237,P0061,2,689.21,0.0
IT000445,PD000238,P0010,1,338.1,37.57
IT000446,PD000239,P0052,3,277.49,0.0
IT000447,PD000240,P0118,4,151.33,26.7
IT000448,PD000241,P0010,2,375.67,0.0
IT000449,PD000241,P0115,4,683.87,75.99
IT000450,PD000242,P0108,4,579.19,30.48
IT000451,PD000242,P0076,3,773.4,0.0
IT000452,PD000243,P0097,2,766.85,0.0
IT000453,PD000243,P0046,1,114.86,0.0
IT000454,PD000243,P0100,4,642.36,113.36
IT000455,PD000244,P0071,5,818.64,0.0
IT000456,PD000244,P0082,5,544.0,0.0
IT000457,PD000244,P0060,1,684.26,76.03
IT000458,PD000245,P0057,2,751.73,39.56
IT000459,PD000246,P0077,1,122.39,13.6
IT000460,PD000247,P0145,4,254.26,0.0
IT000461,PD000248,P0119,4,236.97,12.47
IT000462,PD000248,P0017,1,69.32,0.0
IT000463,PD000249,P0146,4,38.45,2.02
IT000464,PD000250,P0132,1,131.97,0.0
IT000465,PD000251,P0088,5,553.72,0.0
IT000466,PD000251,P0028,5,462.82,51.42
IT000467,PD000251,P0129,1,796.69,0.0
IT000468,PD000251,P0101,4,1377.75,0.0
IT000469,PD000251,P0103,3,521.37,0.0
IT000470,PD000252,P0040,4,314.32,0.0
IT000471,PD000252,P0075,4,57.98,0.0
IT000472,PD000253,P0128,5,140.88,15.65
IT000473,PD000253,P0067,2,97.83,17.26
IT000474,PD000253,P0074,3,523.99,0.0
IT000475,PD000254,P0065,1,20.81,0.0
IT000476,PD000254,P0111,2,564.11,0.0
IT000477,PD000254,P0067,5,115.09,0.0
IT000478,PD000254,P0149,1,657.94,0.0
IT000479,PD000255,P0100,1,755.72,0.0
IT000480,PD000255,P0132,4,131.97,0.0
IT000481,PD000255,P0145,3,254.26,0.0
IT000482,PD000255,P0056,5,256.94,0.0
IT000483,PD000255,P0144,1,403.77,0.0
IT000484,PD000256,P0108,2,609.67,0.0
IT000485,PD000257,P0004,4,63.5,0.0
IT000486,PD000257,P0082,2,544.0,0.0
IT000487,PD000258,P0104,4,99.73,0.0
IT000488,PD000258,P0015,5,509.67,0.0
IT000489,PD000258,P0108,1,609.67,0.0
IT000490,PD000259,P0139,1,613.42,68.16
IT000491,PD000260,P0067,1,115.09,0.0
IT000492,PD000261,P0038,1,605.23,0.0
IT000493,PD000261,P0043,5,233.47,41.2
IT000494,PD000261,P0011,2,525.9,0.0
IT000495,PD000262,P0055,3,206.05,0.0
IT000496,PD000262,P0093,5,230.38,0.0
IT000497,PD000263,P0009,4,269.04,0.0
IT000498,PD000263,P0088,2,553.72,0.0
IT000499,PD000264,P0038,4,605.23,0.0
IT000500,PD000264,P0136,1,621.74,69.08
IT000501,PD000264,P0006,1,32.19,0.0
IT000502,PD000264,P0091,1,299.79,0.0
IT000503,PD000264,P0031,5,305.6,33.96
IT000504,PD000265,P0141,5,758.15,0.0
IT000505,PD000266,P0139,4,681.58,0.0
IT000506,PD000266,P0140,1,601.14,0.0
IT000507,PD000266,P0005,5,491.08,25.85
IT000508,PD000267,P0047,3,650.26,0.0
IT000509,PD000268,P0047,3,617.75,32.51
IT000510,PD000269,P0073,1,252.84,0.0
IT000511,PD000269,P0104,1,99.73,0.0
IT000512,PD000270,P0115,4,721.87,37.99
IT000513,PD000271,P0140,1,601.14,0.0
IT000514,PD000271,P0110,4,529.57,27.87
IT000515,PD000272,P0076,1,773.4,0.0
IT000516,PD000273,P0076,1,696.06,77.34
IT000517,PD000273,P0002,4,626.21,0.0
IT000518,PD000273,P0079,2,547.42,28.81
IT000519,PD000274,P0092,5,787.12,0.0
IT000520,PD000275,P0082,4,544.0,0.0
IT000521,PD000276,P0124,1,372.53,0.0
IT000522,PD000277,P0083,2,90.39,0.0
IT000523,PD000277,P0107,5,559.39,0.0
IT000524,PD000277,P0019,3,269.35,0.0
IT000525,PD000278,P0080,4,213.43,0.0
IT000526,PD000279,P0112,5,93.22,0.0
IT000527,PD000280,P0014,1,154.47,27.26
IT000528,PD000280,P0022,2,37.15,6.56
IT000529,PD000280,P0064,4,698.04,0.0
IT000530,PD000280,P0109,2,286.71,0.0
IT000531,PD000281,P0084,2,254.57,28.29
IT000532,PD000281,P0028,3,514.25,0.0
IT000533,PD000281,P0046,5,97.63,17.23
IT000534,PD000282,P0091,3,299.79,0.0
IT000535,PD000282,P0114,1,827.46,0.0
IT000536,PD000282,P0057,5,791.3,0.0
IT000537,PD000282,P0141,5,720.24,37.91
IT000538,PD000283,P0129,2,677.19,119.5
IT000539,PD000284,P0022,4,43.71,0.0
IT000540,PD000285,P0120,3,166.19,0.0
IT000541,PD000285,P0001,2,327.74,0.0
IT000542,PD000286,P0050,5,36.22,0.0
IT000543,PD000287,P0023,1,231.08,0.0
IT000544,PD000287,P0081,4,322.1,0.0
IT000545,PD000288,P0054,2,339.79,17.88
IT000546,PD000289,P0073,4,252.84,0.0
IT000547,PD000289,P0092,1,708.41,78.71
IT000548,PD000290,P0143,2,497.86,0.0
IT000549,PD000290,P0123,5,27.91,0.0
IT000550,PD000290,P0099,2,621.17,0.0
IT000551,PD000291,P0027,1,799.48,0.0
IT000552,PD000292,P0108,2,548.7,60.97
IT000553,PD000292,P0056,2,256.94,0.0
IT000554,PD000293,P0140,3,601.14,0.0
IT000555,PD000293,P0042,4,276.74,14.57
IT000556,PD000293,P0057,3,1681.5,118.7
IT000557,PD000294,P0110,5,557.44,0.0
IT000558,PD000295,P0067,3,115.09,0.0
IT000559,PD000296,P0125,2,819.62,0.0
IT000560,PD000296,P0114,4,744.71,82.75
IT000561,PD000296,P0148,5,121.1,0.0
IT000562,PD000297,P0073,5,227.56,25.28
IT000563,PD000297,P0140,4,601.14,0.0
IT000564,PD000297,P0048,3,625.82,32.94
IT000565,PD000298,P0147,2,701.87,0.0
IT000566,PD000298,P0140,2,541.03,60.11
IT000567,PD000299,P0121,2,720.25,80.03
IT000568,PD000299,P0083,1,85.87,4.52
IT000569,PD000299,P0012,2,220.1,38.84
IT000570,PD000300,P0020,4,557.01,29.32
IT000571,PD000300,P0045,1,755.82,0.0
IT000572,PD000301,P0032,3,671.65,35.35
IT000573,PD000302,P0018,3,821.3,0.0
IT000574,PD000303,P0093,4,218.86,11.52
IT000575,PD000304,P0092,1,787.12,0.0
IT000576,PD000304,P0045,3,718.03,37.79
IT000577,PD000305,P0031,2,339.55,0.0
IT000578,PD000305,P0109,3,258.04,28.67
IT000579,PD000305,P0085,1,49.05,0.0
IT000580,PD000306,P0082,3,544.0,0.0
