item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto
424,231,130,3,572.85,0.06
425,232,127,3,968.7,0.0
426,232,60,3,858.45,0.0
427,232,10,1,553.98,0.01
428,233,54,4,2368.18,0.0
429,233,110,4,248.9,0.0
430,233,41,1,296.65,0.0
431,234,1,3,296.1,0.14
432,234,71,3,1018.5,0.0
433,234,115,1,2261.74,0.0
434,235,124,2,2312.73,0.0
435,235,41,2,296.65,0.0
436,236,43,4,673.2,0.14
437,236,81,1,2317.76,0.0
438,236,102,3,1764.78,0.0
439,237,45,1,760.14,0.12
440,238,32,3,1469.77,0.06
441,238,64,3,710.62,0.0
442,239,105,1,675.88,0.0
443,239,132,4,890.84,0.0
444,240,146,3,1017.95,0.04
445,241,121,1,1878.7,0.11
446,242,45,2,760.14,0.0
447,242,142,1,508.65,0.0
448,243,103,2,1331.77,0.07
449,244,109,2,642.78,0.0
450,245,22,4,197.08,0.0
451,245,33,4,917.75,0.0
452,246,41,1,296.65,0.08
453,247,55,2,2183.63,0.06
454,248,26,2,588.04,0.0
455,248,40,2,1882.18,0.0
456,249,124,4,2312.73,0.0
457,249,37,4,974.22,0.08
458,250,149,2,1431.38,0.01
459,250,119,2,1673.99,0.0
460,251,63,2,2151.9,0.0
461,252,101,2,726.77,0.0
462,252,23,3,1828.23,0.0
463,253,61,3,1479.33,0.0
464,254,127,2,968.7,0.0
465,254,34,3,1283.63,0.0
466,255,42,4,28.05,0.0
467,255,20,4,423.38,0.0
468,255,121,4,1878.7,0.0
469,256,105,1,675.88,0.02
470,256,93,4,1316.5,0.13
471,257,8,1,2027.39,0.0
472,258,58,1,1631.7,0.0
473,258,90,3,1021.36,0.0
474,259,51,1,2368.43,0.04
475,260,134,3,306.05,0.0
476,260,143,1,2303.51,0.04
477,261,113,2,1115.75,0.0
478,261,11,4,250.01,0.0
479,261,52,4,2043.74,0.0
480,262,97,4,43.1,0.0
481,263,7,3,1060.41,0.0
482,264,113,1,1115.75,0.0
483,264,11,3,250.01,0.0
484,265,134,4,306.05,0.0
485,265,90,4,1021.36,0.04
486,265,58,3,1631.7,0.0
487,266,55,2,2183.63,0.15
488,266,150,1,773.61,0.15
489,267,61,1,1479.33,0.0
490,268,56,2,2323.71,0.06
491,268,19,4,709.37,0.0
492,269,135,1,1459.86,0.0
493,269,139,3,651.71,0.0
494,269,25,4,1401.24,0.0
495,270,60,4,858.45,0.0
496,270,142,4,508.65,0.0
497,271,48,2,2297.86,0.11
498,271,38,4,1332.2,0.13
499,272,77,3,2423.11,0.0
500,272,98,4,2490.32,0.0
501,273,76,2,145.46,0.0
502,274,69,4,1178.22,0.0
503,274,94,1,1680.92,0.0
504,275,32,1,1469.77,0.0
505,275,44,1,1279.05,0.0
506,275,143,4,2303.51,0.0
507,276,56,3,2323.71,0.0
508,277,57,4,518.85,0.14
509,278,35,1,2155.54,0.0
510,278,26,3,588.04,0.06
511,279,64,2,710.62,0.0
512,280,83,1,1661.44,0.08
513,281,141,2,1804.19,0.0
514,282,129,1,887.15,0.15
515,283,10,2,553.98,0.0
516,284,50,2,613.84,0.0
517,284,53,4,1919.27,0.14
518,284,139,2,651.71,0.0
519,285,30,2,1157.95,0.0
520,286,22,4,197.08,0.02
521,287,20,3,423.38,0.09
522,288,22,2,197.08,0.0
523,288,23,2,1828.23,0.0
524,289,57,1,518.85,0.0
525,289,70,2,1640.57,0.0
526,289,131,2,834.09,0.11
527,290,117,4,123.74,0.0
528,291,74,2,639.52,0.0
529,292,11,1,250.01,0.13
530,292,138,3,306.8,0.0
531,293,67,2,2022.59,0.0
532,293,7,3,1060.41,0.0
533,293,54,2,2368.18,0.09
534,294,26,3,588.04,0.0
535,295,50,1,613.84,0.0
536,295,121,3,1878.7,0.0
537,295,17,1,585.19,0.12
538,296,28,2,2193.39,0.1
539,297,20,2,423.38,0.0
540,298,10,1,553.98,0.0
541,299,16,4,496.88,0.0
542,299,1,3,296.1,0.0
543,300,89,4,189.93,0.08
544,300,98,4,2490.32,0.0
545,300,51,1,2368.43,0.0
546,301,37,1,974.22,0.15
547,301,68,2,1654.28,0.01
548,302,148,1,1699.75,0.0
549,302,51,1,2368.43,0.0
550,302,53,2,1919.27,0.13
551,303,73,1,367.65,0.0
552,303,86,3,161.77,0.0
553,304,54,1,2368.18,0.14
554,304,70,2,1640.57,0.13
555,304,73,3,367.65,0.13
556,305,86,1,161.77,0.0
557,305,56,3,2323.71,0.0
558,306,47,2,1357.66,0.0
559,306,147,3,495.76,0.14
560,306,49,3,68.3,0.0
561,307,75,4,2023.9,0.0
562,307,81,3,2317.76,0.0
563,307,51,3,2368.43,0.0
564,308,99,3,1274.59,0.0
565,309,61,1,1479.33,0.07
566,309,55,1,2183.63,0.0
567,310,137,3,1970.34,0.0
568,311,84,3,755.84,0.0
569,312,86,3,161.77,0.1
570,312,142,1,508.65,0.0
571,312,8,3,2027.39,0.0
572,313,8,1,2027.39,0.1
573,313,90,3,1021.36,0.02
574,314,91,1,630.61,0.0
575,314,6,2,513.12,0.0
576,315,96,1,1153.92,0.0
577,315,28,4,2193.39,0.1
578,316,17,3,585.19,0.04
579,317,33,2,917.75,0.0
580,318,80,4,959.85,0.0
581,318,52,1,2043.74,0.0
582,319,12,4,1517.24,0.0
583,319,24,2,689.47,0.0
584,319,121,4,1878.7,0.03
585,320,70,3,1640.57,0.12
586,320,37,3,974.22,0.08
587,320,134,1,306.05,0.0
588,321,77,3,2423.11,0.0
589,322,17,2,585.19,0.0
590,322,78,2,432.45,0.0
591,323,132,4,890.84,0.01
592,324,148,4,1699.75,0.13
593,325,103,3,1331.77,0.0
594,325,85,4,1844.63,0.0
595,326,25,1,1401.24,0.0
596,327,133,4,2453.25,0.0
597,328,119,1,1673.99,0.03
598,329,57,3,518.85,0.0
599,330,106,1,1391.99,0.0
600,331,97,1,43.1,0.0
601,332,102,4,1764.78,0.0
602,332,94,1,1680.92,0.09
603,333,65,3,348.13,0.1
604,334,23,3,1828.23,0.0
605,334,31,3,1867.57,0.0
606,335,120,4,2212.65,0.0
607,336,57,1,518.85,0.0
608,337,60,2,858.45,0.0
609,337,6,1,513.12,0.09
610,338,82,3,1069.06,0.0
611,339,34,3,1283.63,0.0
612,339,47,2,1357.66,0.0
613,340,142,2,508.65,0.0
614,341,102,2,1764.78,0.0
615,341,16,1,496.88,0.13
616,342,77,2,2423.11,0.0
617,343,49,1,68.3,0.0
618,343,79,1,2164.33,0.0
619,344,99,2,1274.59,0.03
620,344,98,1,2490.32,0.0
621,345,58,4,1631.7,0.0
622,345,88,2,2402.73,0.01
623,346,108,3,1592.91,0.0
624,346,150,4,773.61,0.1
625,347,134,1,306.05,0.0
626,348,42,1,28.05,0.09
627,349,85,4,1844.63,0.0
628,349,137,1,1970.34,0.0
629,350,102,3,1764.78,0.0
630,350,71,1,1018.5,0.0
631,350,60,4,858.45,0.0
632,351,124,2,2312.73,0.0
633,351,54,3,2368.18,0.0
634,352,33,1,917.75,0.0
635,352,107,3,542.36,0.0
636,353,69,2,1178.22,0.0
637,353,72,4,636.67,0.0
638,353,23,1,1828.23,0.07
639,354,131,3,834.09,0.0
640,355,84,3,755.84,0.0
641,356,24,2,689.47,0.0
642,356,42,4,28.05,0.1
643,356,139,1,651.71,0.07
644,357,57,2,518.85,0.0
645,357,19,3,709.37,0.0
646,358,57,1,518.85,0.0
647,359,146,1,1017.95,0.08
648,359,11,3,250.01,0.03
649,359,142,3,508.65,0.0
650,360,54,1,2368.18,0.05
651,360,75,3,2023.9,0.0
652,360,55,2,2183.63,0.0
653,361,40,1,1882.18,0.0
654,362,75,2,2023.9,0.0
655,362,67,4,2022.59,0.0
656,363,133,2,2453.25,0.0
657,363,65,4,348.13,0.14
658,364,54,2,2368.18,0.0
659,365,68,1,1654.28,0.0
660,365,76,3,145.46,0.0
661,366,62,1,1585.14,0.0
662,366,130,2,572.85,0.0
663,366,123,4,2205.91,0.0
664,367,118,2,2249.33,0.08
665,368,37,1,974.22,0.1
666,368,94,2,1680.92,0.06
667,369,50,1,613.84,0.0
668,369,105,1,675.88,0.0
669,370,107,3,542.36,0.0
670,370,67,1,2022.59,0.0
671,371,133,1,2453.25,0.0
672,371,25,4,1401.24,0.0
673,372,15,4,1553.93,0.0
674,372,68,4,1654.28,0.0
675,372,73,3,367.65,0.07
676,373,70,3,1640.57,0.0
677,373,38,4,1332.2,0.09
678,374,29,1,1258.09,0.09
679,374,5,3,597.0,0.0
680,374,85,4,1844.63,0.0
681,375,60,2,858.45,0.0
682,376,20,2,423.38,0.0
683,376,53,3,1919.27,0.12
684,377,125,3,2009.54,0.0
685,377,41,3,296.65,0.0
686,378,52,3,2043.74,0.0
687,378,42,3,28.05,0.0
688,379,6,1,513.12,0.0
689,379,50,4,613.84,0.12
690,380,42,1,28.05,0.0
691,381,40,1,1882.18,0.06
692,382,103,4,1331.77,0.0
693,382,106,2,1391.99,0.0
694,383,86,4,161.77,0.0
695,384,45,4,760.14,0.0
696,385,118,3,2249.33,0.0
697,385,18,3,2141.19,0.09
698,386,54,4,2368.18,0.0
699,386,109,2,642.78,0.11
700,386,135,4,1459.86,0.0
701,387,67,1,2022.59,0.0
702,387,124,2,2312.73,0.03
703,387,116,3,1464.62,0.14
704,388,132,3,890.84,0.0
705,389,100,4,2204.54,0.0
706,389,42,2,28.05,0.11
707,389,3,1,1856.86,0.05
708,390,95,4,1001.55,0.0
709,390,110,3,248.9,0.0
710,390,29,3,1258.09,0.06
711,391,94,1,1680.92,0.0
712,391,111,1,129.34,0.0
713,391,56,1,2323.71,0.09
714,392,53,3,1919.27,0.0
715,392,83,1,1661.44,0.0
716,392,127,4,968.7,0.0
717,393,28,2,2193.39,0.09
718,393,105,1,675.88,0.0
719,393,40,1,1882.18,0.0
720,394,129,1,887.15,0.0
721,394,122,4,2164.22,0.12
722,394,59,2,1139.69,0.0
723,395,144,4,2123.08,0.0
724,395,139,3,651.71,0.08
725,396,112,2,1600.04,0.0
726,396,80,1,959.85,0.0
727,397,86,1,161.77,0.0
728,398,82,2,1069.06,0.0
729,399,141,4,1804.19,0.0
730,400,25,1,1401.24,0.0
731,400,61,1,1479.33,0.0
732,401,112,1,1600.04,0.0
733,401,18,1,2141.19,0.0
734,401,2,4,573.56,0.0
735,402,51,1,2368.43,0.0
736,402,48,3,2297.86,0.0
737,403,127,1,968.7,0.0
738,403,43,4,673.2,0.0
739,403,48,3,2297.86,0.0
740,404,94,4,1680.92,0.0
741,404,5,2,597.0,0.0
742,405,43,3,673.2,0.02
743,405,123,4,2205.91,0.0
744,406,45,4,760.14,0.0
745,406,3,4,1856.86,0.1
746,407,62,4,1585.14,0.0
747,408,13,2,1159.37,0.0
748,409,48,3,2297.86,0.0
749,410,150,4,773.61,0.0
750,411,94,2,1680.92,0.0
751,411,147,1,495.76,0.0
752,412,73,4,367.65,0.0
753,412,5,1,597.0,0.0
754,412,40,1,1882.18,0.0
755,413,90,3,1021.36,0.0
756,414,106,3,1391.99,0.0
757,414,107,4,542.36,0.03
758,415,52,4,2043.74,0.0
759,415,64,2,710.62,0.03
760,416,37,3,974.22,0.0
761,417,142,2,508.65,0.0
762,417,150,2,773.61,0.0
763,418,32,3,1469.77,0.02
764,418,35,3,2155.54,0.13
765,419,60,1,858.45,0.0
766,419,37,2,974.22,0.0
767,420,68,1,1654.28,0.05
768,420,135,2,1459.86,0.0
769,421,141,4,1804.19,0.03
770,421,150,4,773.61,0.0
771,422,26,1,588.04,0.06
772,423,67,2,2022.59,0.0
773,423,146,3,1017.95,0.07
774,423,37,2,974.22,0.0
775,424,88,2,2402.73,0.06
776,424,69,1,1178.22,0.03
777,425,149,1,1431.38,0.0
778,425,5,3,597.0,0.0
779,426,26,3,588.04,0.0
780,426,84,1,755.84,0.0
781,427,37,2,974.22,0.0
782,427,11,1,250.01,0.0
783,428,58,1,1631.7,0.04
784,428,98,3,2490.32,0.0
785,429,23,1,1828.23,0.05
786,429,104,3,762.46,0.0
787,429,76,3,145.46,0.11
788,430,40,2,1882.18,0.0
789,430,109,3,642.78,0.0
790,431,40,4,1882.18,0.0
791,432,48,2,2297.86,0.0
792,433,79,3,2164.33,0.0
793,433,90,3,1021.36,0.0
794,434,104,2,762.46,0.0
795,435,53,1,1919.27,0.0
796,436,124,2,2312.73,0.0
797,436,53,4,1919.27,0.0
798,437,2,4,573.56,0.0
799,438,87,2,2300.08,0.11
800,439,133,2,2453.25,0.0
801,439,18,2,2141.19,0.0
802,440,38,4,1332.2,0.0
803,440,89,4,189.93,0.0
804,441,136,1,288.84,0.0
805,441,116,1,1464.62,0.0
806,441,105,3,675.88,0.0
807,442,45,2,760.14,0.0
808,443,135,3,1459.86,0.0
809,443,29,1,1258.09,0.0
810,444,96,2,1153.92,0.0
811,444,135,1,1459.86,0.0
812,444,70,4,1640.57,0.12
813,445,138,1,306.8,0.0
814,445,56,3,2323.71,0.0
815,446,120,2,2212.65,0.0
816,446,45,3,760.14,0.0
817,447,19,3,709.37,0.0
818,447,128,2,571.64,0.0
819,448,17,2,585.19,0.07
820,449,5,2,597.0,0.0
821,449,25,2,1401.24,0.0
822,449,12,1,1517.24,0.0
823,450,64,3,710.62,0.14
824,450,29,1,1258.09,0.12
825,451,147,2,495.76,0.13
826,451,49,2,68.3,0.0
827,452,32,2,1469.77,0.0
828,452,106,1,1391.99,0.0
829,453,146,1,1017.95,0.0
830,454,128,4,571.64,0.0
831,455,137,4,1970.34,0.0
832,456,144,1,2123.08,0.07
833,457,18,3,2141.19,0.13
834,457,107,4,542.36,0.0
835,458,110,4,248.9,0.1
836,459,149,3,1431.38,0.0
837,460,4,1,1066.37,0.0
838,460,31,3,1867.57,0.02
839,461,28,3,2193.39,0.0
840,462,122,4,2164.22,0.0
