item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto,valor_total_item
287,160,46,2,513.3,0.0,1026.6
288,160,99,1,1274.59,0.04,1274.55
289,160,135,4,1459.86,0.0,5839.44
290,161,141,4,1804.19,0.0,7216.76
291,161,52,4,2043.74,0.0,8174.96
292,161,85,2,1844.63,0.11,3689.15
293,162,49,1,68.3,0.0,68.3
294,162,106,1,1391.99,0.08,1391.91
295,162,117,1,123.74,0.0,123.74
296,163,17,3,585.19,0.12,1755.4500000000003
297,164,1,1,296.1,0.01,296.09000000000003
298,164,120,2,2212.65,0.0,4425.3
299,165,75,1,2023.9,0.12,2023.7800000000002
300,166,26,3,588.04,0.0,1764.12
301,167,88,3,2402.73,0.0,7208.1900000000005
302,168,74,3,639.52,0.1,1918.46
303,168,111,2,129.34,0.0,258.68
304,169,54,1,2368.18,0.0,2368.18
305,169,10,4,553.98,0.14,2215.78
306,170,115,1,2261.74,0.08,2261.66
307,170,96,2,1153.92,0.0,2307.84
308,171,71,1,1018.5,0.0,1018.5
309,172,92,3,223.32,0.0,669.96
310,172,47,3,1357.66,0.0,4072.9800000000005
311,173,128,1,571.64,0.0,571.64
312,173,130,3,572.85,0.0,1718.5500000000002
313,174,108,3,1592.91,0.0,4778.7300000000005
314,174,53,3,1919.27,0.0,5757.8099999999995
315,174,82,1,1069.06,0.1,1068.96
316,175,35,1,2155.54,0.0,2155.54
317,175,52,2,2043.74,0.0,4087.48
318,176,111,4,129.34,0.0,517.36
319,176,14,2,215.42,0.0,430.84
320,177,91,1,630.61,0.0,630.61
321,177,61,1,1479.33,0.0,1479.33
322,178,34,3,1283.63,0.0,3850.8900000000003
323,178,83,3,1661.44,0.13,4984.19
324,178,72,2,636.67,0.0,1273.34
325,179,116,3,1464.62,0.0,4393.86
326,180,115,2,2261.74,0.0,4523.48
327,180,31,2,1867.57,0.1,3735.04
328,181,36,1,1984.36,0.0,1984.36
329,182,114,3,43.98,0.0,131.94
330,182,113,2,1115.75,0.0,2231.5
331,183,16,1,496.88,0.0,496.88
332,183,3,4,1856.86,0.0,7427.44
333,183,146,4,1017.95,0.0,4071.8
334,184,88,1,2402.73,0.0,2402.73
335,184,127,3,968.7,0.0,2906.1000000000004
336,185,10,3,553.98,0.0,1661.94
337,185,125,1,2009.54,0.0,2009.54
338,186,18,2,2141.19,0.0,4282.38
339,186,128,2,571.64,0.0,1143.28
340,186,144,4,2123.08,0.0,8492.32
341,187,145,1,1277.66,0.0,1277.66
342,187,83,3,1661.44,0.0,4984.32
343,188,77,2,2423.11,0.0,4846.22
344,188,10,4,553.98,0.03,2215.89
345,189,130,4,572.85,0.0,2291.4
346,189,95,3,1001.55,0.08,3004.5699999999997
347,190,94,3,1680.92,0.07,5042.6900000000005
348,190,125,4,2009.54,0.0,8038.16
349,190,137,4,1970.34,0.08,7881.28
350,191,51,3,2368.43,0.0,7105.289999999999
351,192,145,1,1277.66,0.0,1277.66
352,192,26,1,588.04,0.0,588.04
353,193,16,1,496.88,0.0,496.88
354,194,95,4,1001.55,0.1,4006.1
355,194,9,2,1751.39,0.0,3502.78
356,195,125,3,2009.54,0.0,6028.62
357,195,70,2,1640.57,0.01,3281.1299999999997
358,196,129,4,887.15,0.0,3548.6
359,196,145,1,1277.66,0.0,1277.66
360,196,4,4,1066.37,0.02,4265.459999999999
361,197,27,4,1014.89,0.0,4059.56
362,197,122,4,2164.22,0.15,8656.73
363,198,68,2,1654.28,0.0,3308.56
364,199,76,3,145.46,0.08,436.3
365,199,45,4,760.14,0.13,3040.43
366,199,23,3,1828.23,0.0,5484.6900000000005
367,200,30,2,1157.95,0.0,2315.9
368,200,108,4,1592.91,0.15,6371.490000000001
369,200,10,2,553.98,0.11,1107.8500000000001
370,201,112,1,1600.04,0.0,1600.04
371,202,43,4,673.2,0.06,2692.7400000000002
372,203,135,2,1459.86,0.0,2919.72
373,204,136,2,288.84,0.03,577.65
374,204,141,4,1804.19,0.0,7216.76
375,205,98,2,2490.32,0.0,4980.64
376,206,74,3,639.52,0.1,1918.46
377,206,22,3,197.08,0.0,591.24
378,206,149,2,1431.38,0.0,2862.76
379,207,11,4,250.01,0.0,1000.04
380,207,64,4,710.62,0.06,2842.42
381,207,141,3,1804.19,0.0,5412.57
382,208,56,2,2323.71,0.06,4647.36
383,208,76,2,145.46,0.14,290.78000000000003
384,209,20,1,423.38,0.0,423.38
385,210,37,1,974.22,0.1,974.12
386,211,91,3,630.61,0.0,1891.83
387,211,57,4,518.85,0.0,2075.4
388,211,17,3,585.19,0.0,1755.5700000000002
389,212,133,3,2453.25,0.0,7359.75
390,213,137,3,1970.34,0.15,5910.87
391,213,24,1,689.47,0.0,689.47
392,213,115,3,2261.74,0.0,6785.219999999999
393,214,122,3,2164.22,0.0,6492.66
394,214,84,2,755.84,0.0,1511.68
395,214,74,2,639.52,0.11,1278.93
396,215,122,2,2164.22,0.0,4328.44
397,215,17,3,585.19,0.0,1755.5700000000002
398,216,142,2,508.65,0.11,1017.1899999999999
399,216,124,2,2312.73,0.0,4625.46
400,217,148,4,1699.75,0.15,6798.85
401,218,106,1,1391.99,0.0,1391.99
402,219,60,4,858.45,0.0,3433.8
403,219,58,3,1631.7,0.0,4895.1
404,219,23,2,1828.23,0.0,3656.46
405,220,133,2,2453.25,0.06,4906.44
406,221,89,1,189.93,0.0,189.93
407,222,38,1,1332.2,0.0,1332.2
408,222,109,1,642.78,0.0,642.78
409,223,142,1,508.65,0.0,508.65
410,223,140,3,1309.4,0.0,3928.2000000000003
411,223,112,3,1600.04,0.0,4800.12
412,224,63,1,2151.9,0.04,2151.86
413,224,33,1,917.75,0.07,917.68
414,224,31,4,1867.57,0.0,7470.28
415,225,123,1,2205.91,0.0,2205.91
416,225,69,3,1178.22,0.0,3534.66
417,225,124,4,2312.73,0.0,9250.92
418,226,70,1,1640.57,0.13,1640.4399999999998
419,227,39,1,1707.1,0.11,1706.99
420,228,28,4,2193.39,0.0,8773.56
421,228,75,4,2023.9,0.0,8095.6
422,229,24,1,689.47,0.15,689.32
423,230,68,4,1654.28,0.0,6617.12
424,231,130,3,572.85,0.06,1718.4900000000002
425,232,127,3,968.7,0.0,2906.1000000000004
426,232,60,3,858.45,0.0,2575.3500000000004
427,232,10,1,553.98,0.01,553.97
428,233,54,4,2368.18,0.0,9472.72
429,233,110,4,248.9,0.0,995.6
430,233,41,1,296.65,0.0,296.65
431,234,1,3,296.1,0.14,888.1600000000001
432,234,71,3,1018.5,0.0,3055.5
433,234,115,1,2261.74,0.0,2261.74
434,235,124,2,2312.73,0.0,4625.46
435,235,41,2,296.65,0.0,593.3
436,236,43,4,673.2,0.14,2692.6600000000003
437,236,81,1,2317.76,0.0,2317.76
438,236,102,3,1764.78,0.0,5294.34
439,237,45,1,760.14,0.12,760.02
440,238,32,3,1469.77,0.06,4409.249999999999
441,238,64,3,710.62,0.0,2131.86
442,239,105,1,675.88,0.0,675.88
443,239,132,4,890.84,0.0,3563.36
444,240,146,3,1017.95,0.04,3053.8100000000004
445,241,121,1,1878.7,0.11,1878.5900000000001
446,242,45,2,760.14,0.0,1520.28
447,242,142,1,508.65,0.0,508.65
448,243,103,2,1331.77,0.07,2663.47
449,244,109,2,642.78,0.0,1285.56
450,245,22,4,197.08,0.0,788.32
451,245,33,4,917.75,0.0,3671.0
452,246,41,1,296.65,0.08,296.57
453,247,55,2,2183.63,0.06,4367.2
454,248,26,2,588.04,0.0,1176.08
455,248,40,2,1882.18,0.0,3764.36
456,249,124,4,2312.73,0.0,9250.92
457,249,37,4,974.22,0.08,3896.8
458,250,149,2,1431.38,0.01,2862.75
459,250,119,2,1673.99,0.0,3347.98
460,251,63,2,2151.9,0.0,4303.8
461,252,101,2,726.77,0.0,1453.54
462,252,23,3,1828.23,0.0,5484.6900000000005
463,253,61,3,1479.33,0.0,4437.99
464,254,127,2,968.7,0.0,1937.4
465,254,34,3,1283.63,0.0,3850.8900000000003
466,255,42,4,28.05,0.0,112.2
467,255,20,4,423.38,0.0,1693.52
468,255,121,4,1878.7,0.0,7514.8
469,256,105,1,675.88,0.02,675.86
470,256,93,4,1316.5,0.13,5265.87
471,257,8,1,2027.39,0.0,2027.39
472,258,58,1,1631.7,0.0,1631.7
473,258,90,3,1021.36,0.0,3064.08
474,259,51,1,2368.43,0.04,2368.39
475,260,134,3,306.05,0.0,918.1500000000001
476,260,143,1,2303.51,0.04,2303.4700000000003
477,261,113,2,1115.75,0.0,2231.5
478,261,11,4,250.01,0.0,1000.04
479,261,52,4,2043.74,0.0,8174.96
480,262,97,4,43.1,0.0,172.4
481,263,7,3,1060.41,0.0,3181.2300000000005
482,264,113,1,1115.75,0.0,1115.75
483,264,11,3,250.01,0.0,750.03
484,265,134,4,306.05,0.0,1224.2
485,265,90,4,1021.36,0.04,4085.4
486,265,58,3,1631.7,0.0,4895.1
487,266,55,2,2183.63,0.15,4367.110000000001
488,266,150,1,773.61,0.15,773.46
489,267,61,1,1479.33,0.0,1479.33
490,268,56,2,2323.71,0.06,4647.36
491,268,19,4,709.37,0.0,2837.48
492,269,135,1,1459.86,0.0,1459.86
493,269,139,3,651.71,0.0,1955.13
494,269,25,4,1401.24,0.0,5604.96
495,270,60,4,858.45,0.0,3433.8
496,270,142,4,508.65,0.0,2034.6
497,271,48,2,2297.86,0.11,4595.610000000001
498,271,38,4,1332.2,0.13,5328.67
499,272,77,3,2423.11,0.0,7269.33
500,272,98,4,2490.32,0.0,9961.28
501,273,76,2,145.46,0.0,290.92
502,274,69,4,1178.22,0.0,4712.88
503,274,94,1,1680.92,0.0,1680.92
504,275,32,1,1469.77,0.0,1469.77
505,275,44,1,1279.05,0.0,1279.05
506,275,143,4,2303.51,0.0,9214.04
507,276,56,3,2323.71,0.0,6971.13
508,277,57,4,518.85,0.14,2075.26
509,278,35,1,2155.54,0.0,2155.54
510,278,26,3,588.04,0.06,1764.06
511,279,64,2,710.62,0.0,1421.24
512,280,83,1,1661.44,0.08,1661.3600000000001
513,281,141,2,1804.19,0.0,3608.38
514,282,129,1,887.15,0.15,887.0
515,283,10,2,553.98,0.0,1107.96
516,284,50,2,613.84,0.0,1227.68
517,284,53,4,1919.27,0.14,7676.94
518,284,139,2,651.71,0.0,1303.42
519,285,30,2,1157.95,0.0,2315.9
520,286,22,4,197.08,0.02,788.3000000000001
521,287,20,3,423.38,0.09,1270.05
522,288,22,2,197.08,0.0,394.16
523,288,23,2,1828.23,0.0,3656.46
524,289,57,1,518.85,0.0,518.85
525,289,70,2,1640.57,0.0,3281.14
526,289,131,2,834.09,0.11,1668.0700000000002
527,290,117,4,123.74,0.0,494.96
528,291,74,2,639.52,0.0,1279.04
529,292,11,1,250.01,0.13,249.88
530,292,138,3,306.8,0.0,920.4000000000001
531,293,67,2,2022.59,0.0,4045.18
532,293,7,3,1060.41,0.0,3181.2300000000005
533,293,54,2,2368.18,0.09,4736.2699999999995
534,294,26,3,588.04,0.0,1764.12
535,295,50,1,613.84,0.0,613.84
536,295,121,3,1878.7,0.0,5636.1
537,295,17,1,585.19,0.12,585.07
538,296,28,2,2193.39,0.1,4386.679999999999
539,297,20,2,423.38,0.0,846.76
540,298,10,1,553.98,0.0,553.98
541,299,16,4,496.88,0.0,1987.52
542,299,1,3,296.1,0.0,888.3000000000001
543,300,89,4,189.93,0.08,759.64
544,300,98,4,2490.32,0.0,9961.28
545,300,51,1,2368.43,0.0,2368.43
546,301,37,1,974.22,0.15,974.07
547,301,68,2,1654.28,0.01,3308.5499999999997
548,302,148,1,1699.75,0.0,1699.75
549,302,51,1,2368.43,0.0,2368.43
550,302,53,2,1919.27,0.13,3838.41
551,303,73,1,367.65,0.0,367.65
552,303,86,3,161.77,0.0,485.31000000000006
553,304,54,1,2368.18,0.14,2368.04
554,304,70,2,1640.57,0.13,3281.0099999999998
555,304,73,3,367.65,0.13,1102.8199999999997
556,305,86,1,161.77,0.0,161.77
557,305,56,3,2323.71,0.0,6971.13
558,306,47,2,1357.66,0.0,2715.32
559,306,147,3,495.76,0.14,1487.1399999999999
560,306,49,3,68.3,0.0,204.89999999999998
561,307,75,4,2023.9,0.0,8095.6
562,307,81,3,2317.76,0.0,6953.280000000001
563,307,51,3,2368.43,0.0,7105.289999999999
564,308,99,3,1274.59,0.0,3823.7699999999995
565,309,61,1,1479.33,0.07,1479.26
566,309,55,1,2183.63,0.0,2183.63
567,310,137,3,1970.34,0.0,5911.0199999999995
568,311,84,3,755.84,0.0,2267.52
569,312,86,3,161.77,0.1,485.21000000000004
570,312,142,1,508.65,0.0,508.65
571,312,8,3,2027.39,0.0,6082.17
572,313,8,1,2027.39,0.1,2027.2900000000002
573,313,90,3,1021.36,0.02,3064.06
574,314,91,1,630.61,0.0,630.61
575,314,6,2,513.12,0.0,1026.24
576,315,96,1,1153.92,0.0,1153.92
577,315,28,4,2193.39,0.1,8773.46
578,316,17,3,585.19,0.04,1755.5300000000002
579,317,33,2,917.75,0.0,1835.5
580,318,80,4,959.85,0.0,3839.4
581,318,52,1,2043.74,0.0,2043.74
582,319,12,4,1517.24,0.0,6068.96
583,319,24,2,689.47,0.0,1378.94
584,319,121,4,1878.7,0.03,7514.77
585,320,70,3,1640.57,0.12,4921.59
586,320,37,3,974.22,0.08,2922.58
587,320,134,1,306.05,0.0,306.05
588,321,77,3,2423.11,0.0,7269.33
589,322,17,2,585.19,0.0,1170.38
590,322,78,2,432.45,0.0,864.9
591,323,132,4,890.84,0.01,3563.35
592,324,148,4,1699.75,0.13,6798.87
593,325,103,3,1331.77,0.0,3995.31
594,325,85,4,1844.63,0.0,7378.52
595,326,25,1,1401.24,0.0,1401.24
596,327,133,4,2453.25,0.0,9813.0
597,328,119,1,1673.99,0.03,1673.96
598,329,57,3,518.85,0.0,1556.5500000000002
599,330,106,1,1391.99,0.0,1391.99
600,331,97,1,43.1,0.0,43.1
601,332,102,4,1764.78,0.0,7059.12
602,332,94,1,1680.92,0.09,1680.8300000000002
603,333,65,3,348.13,0.1,1044.29
604,334,23,3,1828.23,0.0,5484.6900000000005
605,334,31,3,1867.57,0.0,5602.71
606,335,120,4,2212.65,0.0,8850.6
607,336,57,1,518.85,0.0,518.85
608,337,60,2,858.45,0.0,1716.9
609,337,6,1,513.12,0.09,513.03
610,338,82,3,1069.06,0.0,3207.18
611,339,34,3,1283.63,0.0,3850.8900000000003
612,339,47,2,1357.66,0.0,2715.32
613,340,142,2,508.65,0.0,1017.3
614,341,102,2,1764.78,0.0,3529.56
615,341,16,1,496.88,0.13,496.75
616,342,77,2,2423.11,0.0,4846.22
617,343,49,1,68.3,0.0,68.3
618,343,79,1,2164.33,0.0,2164.33
619,344,99,2,1274.59,0.03,2549.1499999999996
620,344,98,1,2490.32,0.0,2490.32
621,345,58,4,1631.7,0.0,6526.8
622,345,88,2,2402.73,0.01,4805.45
623,346,108,3,1592.91,0.0,4778.7300000000005
624,346,150,4,773.61,0.1,3094.34
625,347,134,1,306.05,0.0,306.05
626,348,42,1,28.05,0.09,27.96
627,349,85,4,1844.63,0.0,7378.52
628,349,137,1,1970.34,0.0,1970.34
629,350,102,3,1764.78,0.0,5294.34
630,350,71,1,1018.5,0.0,1018.5
631,350,60,4,858.45,0.0,3433.8
632,351,124,2,2312.73,0.0,4625.46
